collision_index,food_density
2025010574089,18
2025010574090,91
2025010574092,1
2025010574098,60
2025010574102,2
2025010574106,33
2025010574109,54
2025010574113,8
2025010574117,388
2025010574126,1
2025010574135,1
2025010574136,78
2025010574140,4
2025010574151,7
2025010574154,6
2025010574155,18
2025010574161,8
2025010574165,137
2025010574171,1
2025010574172,20
2025010574173,29
2025010574175,2
2025010574176,46
2025010574177,15
2025010574184,13
2025010574187,65
2025010574189,15
2025010574191,54
2025010574195,9
2025010574208,8
2025010574219,8
2025010574221,10
2025010574230,11
2025010574232,22
2025010574235,51
2025010574250,2
2025010574253,1
2025010574271,12
2025010574272,2
2025010574278,1
2025010574283,61
2025010574302,2
2025010574303,1
2025010574304,1
2025010574308,60
2025010574314,23
2025010574315,1
2025010574322,3
2025010574327,1
2025010574328,22
2025010574338,27
2025010574343,37
2025010574345,8
2025010574353,30
2025010574360,3
2025010574364,22
2025010574369,47
2025010574372,79
2025010574373,19
2025010574375,23
2025010574378,54
2025010574382,1
2025010574407,57
2025010574408,32
2025010574410,8
2025010574418,3
2025010574421,2
2025010574431,2
2025010574432,1
2025010574436,16
2025010574438,25
2025010574445,53
2025010574446,20
2025010574447,15
2025010574448,9
2025010574453,79
2025010574456,55
2025010574462,38
2025010574463,101
2025010574464,22
2025010574467,4
2025010574473,15
2025010574474,2
2025010574476,1
2025010574496,9
2025010574499,28
2025010574500,4
2025010574506,3
2025010574508,14
2025010574513,1
2025010574514,16
2025010574519,2
2025010574521,34
2025010574529,1
2025010574540,10
2025010574543,35
2025010574544,52
2025010574546,13
2025010574554,2
2025010574559,15
2025010574562,51
2025010574567,8
2025010574577,9
2025010574580,15
2025010574583,20
2025010574585,1
2025010574586,2
2025010574595,1
2025010574597,146
2025010574613,85
2025010574622,13
2025010574625,9
2025010574653,2
2025010574657,118
2025010574658,25
2025010574659,27
2025010574663,28
2025010574669,24
2025010574670,3
2025010574684,147
2025010574687,96
2025010574709,2
2025010574714,19
2025010574715,22
2025010574722,1
2025010574723,100
2025010574728,6
2025010574729,27
2025010574730,7
2025010574735,1
2025010574737,1
2025010574740,15
2025010574741,23
2025010574747,6
2025010574748,14
2025010574749,17
2025010574753,1
2025010574760,21
2025010574764,1
2025010574766,5
2025010574775,7
2025010574787,18
2025010574801,1
2025010574802,5
2025010574804,10
2025010574806,64
2025010574808,84
2025010574810,11
2025010574817,41
2025010574822,1
2025010574851,36
2025010574855,13
2025010574861,126
2025010574866,20
2025010574878,1
2025010574879,33
2025010574880,19
2025010574887,47
2025010574899,31
2025010574904,1
2025010574906,17
2025010574911,25
2025010574912,41
2025010574915,34
2025010574916,3
2025010574920,52
2025010574937,12
2025010574938,1
2025010574950,21
2025010574954,1
2025010574957,12
2025010574958,1
2025010574964,17
2025010574968,73
2025010574969,1
2025010574988,82
2025010574992,2
2025010575000,4
2025010575004,87
2025010575006,21
2025010575007,2
2025010575019,135
2025010575022,15
2025010575027,14
2025010575031,13
2025010575038,9
2025010575039,16
2025010575040,1
2025010575047,47
2025010575060,4
2025010575062,2
2025010575077,1
2025010575081,1
2025010575084,7
2025010575091,11
2025010575096,1
2025010575099,2
2025010575105,2
2025010575118,12
2025010575123,2
2025010575124,1
2025010575139,6
2025010575140,6
2025010575158,5
2025010575172,3
2025010575177,25
2025010575179,136
2025010575180,31
2025010575183,4
2025010575185,13
2025010575189,34
2025010575190,14
2025010575197,1
2025010575201,70
2025010575204,8
2025010575205,4
2025010575207,3
2025010575208,1
2025010575215,37
2025010575224,43
2025010575234,22
2025010575235,8
2025010575240,56
2025010575241,30
2025010575242,1
2025010575266,3
2025010575273,65
2025010575275,49
2025010575278,2
2025010575285,4
2025010575290,10
2025010575293,7
2025010575294,4
2025010575309,5
2025010575310,65
2025010575312,4
2025010575316,8
2025010575318,15
2025010575319,1
2025010575325,51
2025010575332,29
2025010575335,13
2025010575336,56
2025010575342,1
2025010575346,9
2025010575348,24
2025010575357,31
2025010575362,1
2025010575365,1
2025010575367,35
2025010575369,40
2025010575374,29
2025010575375,41
2025010575386,64
2025010575399,1
2025010575403,42
2025010575425,4
2025010575448,4
2025010575449,10
2025010575450,1
2025010575451,1
2025010575459,12
2025010575460,4
2025010575464,23
2025010575472,1
2025010575479,41
2025010575480,12
2025010575483,18
2025010575488,4
2025010575489,15
2025010575491,2
2025010575496,1
2025010575505,131
2025010575519,128
2025010575521,9
2025010575525,76
2025010575537,3
2025010575546,1
2025010575548,17
2025010575554,24
2025010575562,39
2025010575568,21
2025010575581,9
2025010575607,6
2025010575640,13
2025010575648,8
2025010575649,1
2025010575654,5
2025010575661,47
2025010575667,2
2025010575670,12
2025010575677,7
2025010575685,39
2025010575688,5
2025010575695,3
2025010575697,4
2025010575698,34
2025010575708,109
2025010575725,64
2025010575726,10
2025010575737,38
2025010575763,25
2025010575765,1
2025010575766,16
2025010575772,16
2025010575777,27
2025010575789,25
2025010575799,39
2025010575803,25
2025010575807,5
2025010575808,3
2025010575815,43
2025010575819,1
2025010575828,1
2025010575829,6
2025010575831,61
2025010575834,7
2025010575841,12
2025010575849,63
2025010575850,31
2025010575860,1
2025010575868,266
2025010575869,36
2025010575872,36
2025010575874,13
2025010575883,3
2025010575886,8
2025010575887,2
2025010575889,1
2025010575898,42
2025010575902,7
2025010575905,77
2025010575915,14
2025010575918,1
2025010575927,3
2025010575932,51
2025010575936,14
2025010575941,1
2025010575942,39
2025010575944,14
2025010575952,1
2025010575954,6
2025010575964,20
2025010575976,11
2025010575981,26
2025010575993,6
2025010576003,2
2025010576005,9
2025010576008,49
2025010576017,38
2025010576024,28
2025010576029,6
2025010576040,4
2025010576044,1
2025010576046,1
2025010576062,28
2025010576068,24
2025010576070,1
2025010576076,51
2025010576083,459
2025010576086,30
2025010576087,16
2025010576091,22
2025010576099,8
2025010576100,35
2025010576101,68
2025010576109,9
2025010576114,19
2025010576117,15
2025010576123,11
2025010576127,3
2025010576129,8
2025010576133,4
2025010576141,1
2025010576142,25
2025010576146,5
2025010576154,80
2025010576156,3
2025010576179,1
2025010576191,21
2025010576194,1
2025010576196,1
2025010576201,29
2025010576213,5
2025010576218,103
2025010576219,1
2025010576233,4
2025010576239,73
2025010576244,15
2025010576248,19
2025010576252,37
2025010576256,39
2025010576258,82
2025010576265,19
2025010576266,10
2025010576268,8
2025010576283,2
2025010576288,8
2025010576299,41
2025010576307,13
2025010576309,31
2025010576311,34
2025010576326,1
2025010576334,75
2025010576339,50
2025010576340,1
2025010576351,33
2025010576353,3
2025010576359,1
2025010576364,7
2025010576373,11
2025010576378,37
2025010576380,137
2025010576381,1
2025010576389,37
2025010576391,25
2025010576397,12
2025010576398,1
2025010576401,18
2025010576417,44
2025010576425,3
2025010576433,1
2025010576446,20
2025010576454,1
2025010576462,130
2025010576465,1
2025010576470,1
2025010576473,48
2025010576477,3
2025010576486,1
2025010576488,36
2025010576496,92
2025010576500,26
2025010576513,6
2025010576515,23
2025010576518,1
2025010576519,5
2025010576526,1
2025010576531,55
2025010576532,22
2025010576540,11
2025010576558,58
2025010576562,2
2025010576567,6
2025010576569,9
2025010576580,1
2025010576581,11
2025010576586,146
2025010576592,71
2025010576603,1
2025010576604,3
2025010576610,1
2025010576612,3
2025010576613,1
2025010576617,76
2025010576623,5
2025010576627,10
2025010576630,108
2025010576631,9
2025010576641,4
2025010576643,28
2025010576644,8
2025010576648,27
2025010576651,31
2025010576652,1
2025010576655,2
2025010576656,13
2025010576663,5
2025010576668,36
2025010576672,23
2025010576673,55
2025010576692,180
2025010576695,5
2025010576696,1
2025010576707,8
2025010576709,57
2025010576715,15
2025010576717,7
2025010576721,19
2025010576724,5
2025010576736,15
2025010576746,30
2025010576752,7
2025010576755,7
2025010576761,23
2025010576767,19
2025010576778,72
2025010576785,71
2025010576793,1
2025010576800,154
2025010576806,102
2025010576815,68
2025010576827,9
2025010576847,1
2025010576848,1
2025010576857,125
2025010576879,1
2025010576896,3
2025010576905,49
2025010576907,9
2025010576911,48
2025010576921,1
2025010576922,11
2025010576928,1
2025010576934,8
2025010576937,4
2025010576941,1
2025010576942,5
2025010576947,4
2025010576948,110
2025010576949,1
2025010576966,16
2025010576976,9
2025010576978,1
2025010576996,48
2025010576999,3
2025010577005,175
2025010577013,14
2025010577024,28
2025010577029,13
2025010577037,19
2025010577041,5
2025010577043,15
2025010577046,1
2025010577053,1
2025010577056,11
2025010577061,19
2025010577062,47
2025010577063,93
2025010577067,1
2025010577078,41
2025010577108,9
2025010577124,35
2025010577131,42
2025010577136,1
2025010577137,2
2025010577154,13
2025010577168,33
2025010577179,1
2025010577185,34
2025010577197,1
2025010577200,3
2025010577201,64
2025010577203,20
2025010577211,4
2025010577217,39
2025010577218,99
2025010577219,6
2025010577233,1
2025010577251,2
2025010577255,41
2025010577259,1
2025010577264,1
2025010577267,60
2025010577270,27
2025010577276,1
2025010577280,5
2025010577283,125
2025010577300,120
2025010577306,1
2025010577319,30
2025010577327,45
2025010577334,25
2025010577338,15
2025010577339,16
2025010577341,4
2025010577344,10
2025010577348,27
2025010577360,56
2025010577378,57
2025010577387,37
2025010577393,80
2025010577404,2
2025010577409,2
2025010577414,239
2025010577415,25
2025010577419,6
2025010577431,1
2025010577433,5
2025010577436,20
2025010577447,17
2025010577451,3
2025010577458,1
2025010577462,31
2025010577475,21
2025010577478,32
2025010577483,43
2025010577485,4
2025010577501,15
2025010577504,66
2025010577511,3
2025010577524,7
2025010577525,34
2025010577537,14
2025010577540,7
2025010577544,1
2025010577597,53
2025010577601,4
2025010577604,60
2025010577610,2
2025010577612,2
2025010577618,11
2025010577636,127
2025010577638,83
2025010577639,23
2025010577644,1
2025010577647,24
2025010577657,70
2025010577663,1
2025010577676,40
2025010577694,17
2025010577695,11
2025010577700,9
2025010577703,75
2025010577713,13
2025010577716,22
2025010577717,24
2025010577721,17
2025010577728,7
2025010577731,40
2025010577736,67
2025010577739,1
2025010577745,5
2025010577754,8
2025010577758,16
2025010577761,6
2025010577764,51
2025010577790,1
2025010577794,59
2025010577798,1
2025010577802,1
2025010577814,3
2025010577829,1
2025010577830,7
2025010577838,37
2025010577839,90
2025010577850,1
2025010577858,1
2025010577859,11
2025010577867,84
2025010577869,8
2025010577874,1
2025010577876,8
2025010577899,22
2025010577904,12
2025010577907,2
2025010577917,111
2025010577919,23
2025010577921,63
2025010577922,10
2025010577937,4
2025010577941,19
2025010577949,118
2025010577952,8
2025010577953,2
2025010577963,1
2025010577970,8
2025010577972,1
2025010577993,2
2025010577997,121
2025010577999,1
2025010578000,1
2025010578005,2
2025010578006,6
2025010578009,33
2025010578010,9
2025010578016,9
2025010578017,4
2025010578018,14
2025010578019,29
2025010578021,30
2025010578034,15
2025010578048,9
2025010578061,6
2025010578070,53
2025010578074,1
2025010578076,83
2025010578078,75
2025010578080,70
2025010578094,1
2025010578097,10
2025010578100,15
2025010578105,1
2025010578120,58
2025010578126,39
2025010578133,456
2025010578138,36
2025010578142,14
2025010578144,14
2025010578160,10
2025010578170,27
2025010578171,1
2025010578179,2
2025010578180,19
2025010578183,1
2025010578186,6
2025010578190,4
2025010578204,5
2025010578222,1
2025010578228,17
2025010578240,59
2025010578243,25
2025010578244,3
2025010578259,96
2025010578260,22
2025010578261,6
2025010578273,2
2025010578283,29
2025010578284,22
2025010578293,22
2025010578295,41
2025010578298,1
2025010578314,3
2025010578320,34
2025010578339,34
2025010578341,4
2025010578344,5
2025010578345,19
2025010578361,13
2025010578364,1
2025010578377,15
2025010578382,2
2025010578384,34
2025010578394,226
2025010578396,20
2025010578397,95
2025010578434,26
2025010578437,3
2025010578445,36
2025010578446,19
2025010578459,11
2025010578469,67
2025010578474,1
2025010578497,1
2025010578504,3
2025010578509,20
2025010578536,10
2025010578547,27
2025010578558,3
2025010578563,18
2025010578572,1
2025010578578,3
2025010578583,22
2025010578591,30
2025010578601,43
2025010578604,1
2025010578605,10
2025010578617,64
2025010578619,131
2025010578621,12
2025010578636,2
2025010578645,20
2025010578653,5
2025010578664,20
2025010578669,3
2025010578671,6
2025010578673,12
2025010578681,2
2025010578682,1
2025010578684,3
2025010578692,1
2025010578697,1
2025010578704,3
2025010578706,1
2025010578709,67
2025010578717,14
2025010578739,14
2025010578743,25
2025010578747,55
2025010578766,8
2025010578769,20
2025010578774,49
2025010578776,65
2025010578785,38
2025010578787,7
2025010578788,46
2025010578804,48
2025010578806,2
2025010578808,6
2025010578824,5
2025010578827,103
2025010578830,36
2025010578836,10
2025010578837,1
2025010578838,61
2025010578847,21
2025010578856,15
2025010578858,13
2025010578871,1
2025010578872,8
2025010578882,3
2025010578883,14
2025010578887,2
2025010578908,39
2025010578918,2
2025010578920,58
2025010578922,6
2025010578940,5
2025010578941,11
2025010578943,1
2025010578945,23
2025010578947,25
2025010578953,35
2025010578958,77
2025010578962,8
2025010578975,37
2025010578980,5
2025010578989,18
2025010579005,44
2025010579012,16
2025010579014,8
2025010579028,125
2025010579029,3
2025010579038,1
2025010579045,5
2025010579057,115
2025010579060,7
2025010579063,21
2025010579093,1
2025010579098,69
2025010579102,1
2025010579115,6
2025010579120,29
2025010579121,1
2025010579122,5
2025010579124,21
2025010579129,37
2025010579130,7
2025010579140,112
2025010579159,1
2025010579162,25
2025010579174,52
2025010579177,3
2025010579197,24
2025010579200,101
2025010579203,5
2025010579208,79
2025010579212,6
2025010579237,54
2025010579243,30
2025010579245,6
2025010579246,5
2025010579270,9
2025010579291,19
2025010579295,37
2025010579309,35
2025010579335,35
2025010579339,1
2025010579341,12
2025010579347,11
2025010579348,1
2025010579350,72
2025010579354,1
2025010579356,26
2025010579367,3
2025010579374,1
2025010579399,47
2025010579427,28
2025010579437,2
2025010579439,26
2025010579443,2
2025010579453,6
2025010579456,8
2025010579459,17
2025010579470,15
2025010579477,24
2025010579492,1
2025010579498,52
2025010579514,6
2025010579517,2
2025010579522,1
2025010579534,39
2025010579537,54
2025010579547,124
2025010579553,16
2025010579557,48
2025010579570,34
2025010579597,20
2025010579599,9
2025010579610,420
2025010579612,2
2025010579614,50
2025010579618,1
2025010579619,7
2025010579621,17
2025010579624,121
2025010579625,1
2025010579630,1
2025010579636,15
2025010579638,93
2025010579643,1
2025010579651,3
2025010579653,101
2025010579654,6
2025010579656,8
2025010579666,35
2025010579667,4
2025010579671,41
2025010579701,4
2025010579706,1
2025010579714,9
2025010579720,90
2025010579739,1
2025010579741,34
2025010579748,24
2025010579751,14
2025010579753,1
2025010579755,44
2025010579756,13
2025010579773,13
2025010579781,22
2025010579782,170
2025010579803,10
2025010579806,1
2025010579807,2
2025010579809,254
2025010579810,24
2025010579815,12
2025010579817,18
2025010579828,15
2025010579831,85
2025010579833,5
2025010579834,421
2025010579835,2
2025010579839,21
2025010579840,13
2025010579844,30
2025010579861,39
2025010579864,50
2025010579881,47
2025010579904,13
2025010579908,17
2025010579909,1
2025010579910,30
2025010579912,35
2025010579915,1
2025010579916,1
2025010579921,59
2025010579933,6
2025010579936,31
2025010579940,1
2025010579944,9
2025010579948,1
2025010579975,18
2025010579980,24
2025010579983,58
2025010579984,2
2025010579997,2
2025010580005,30
2025010580007,17
2025010580010,3
2025010580017,7
2025010580019,410
2025010580028,136
2025010580029,35
2025010580035,11
2025010580037,7
2025010580039,1
2025010580042,53
2025010580046,14
2025010580051,12
2025010580060,6
2025010580067,34
2025010580076,67
2025010580079,9
2025010580089,35
2025010580098,2
2025010580104,3
2025010580107,15
2025010580115,1
2025010580117,1
2025010580121,2
2025010580126,70
2025010580137,7
2025010580144,7
2025010580145,7
2025010580146,36
2025010580154,1
2025010580160,21
2025010580167,12
2025010580168,7
2025010580169,127
2025010580170,2
2025010580177,15
2025010580182,1
2025010580188,12
2025010580195,122
2025010580204,95
2025010580229,6
2025010580231,15
2025010580236,2
2025010580242,246
2025010580250,126
2025010580262,18
2025010580279,11
2025010580281,24
2025010580283,25
2025010580284,4
2025010580285,38
2025010580286,1
2025010580287,1
2025010580288,1
2025010580299,3
2025010580303,40
2025010580317,20
2025010580320,79
2025010580322,2
2025010580328,63
2025010580329,2
2025010580331,17
2025010580344,25
2025010580345,4
2025010580352,2
2025010580359,1
2025010580367,12
2025010580368,8
2025010580369,2
2025010580374,2
2025010580380,14
2025010580389,12
2025010580402,29
2025010580405,74
2025010580429,30
2025010580433,52
2025010580434,38
2025010580438,26
2025010580439,11
2025010580453,18
2025010580456,152
2025010580460,20
2025010580467,56
2025010580473,154
2025010580487,1
2025010580495,13
2025010580504,41
2025010580508,102
2025010580514,12
2025010580517,73
2025010580526,1
2025010580536,28
2025010580539,68
2025010580542,22
2025010580547,20
2025010580563,56
2025010580564,1
2025010580567,24
2025010580578,3
2025010580605,60
2025010580606,17
2025010580610,24
2025010580615,5
2025010580618,6
2025010580642,43
2025010580652,1
2025010580657,15
2025010580667,68
2025010580673,37
2025010580676,4
2025010580680,3
2025010580694,6
2025010580712,2
2025010580725,5
2025010580747,1
2025010580756,67
2025010580767,256
2025010580771,14
2025010580778,100
2025010580781,1
2025010580799,3
2025010580808,71
2025010580810,43
2025010580811,4
2025010580814,1
2025010580817,4
2025010580819,8
2025010580831,4
2025010580832,8
2025010580855,2
2025010580859,36
2025010580889,2
2025010580890,21
2025010580892,6
2025010580902,70
2025010580903,31
2025010580906,1
2025010580911,111
2025010580921,21
2025010580925,1
2025010580927,1
2025010580934,1
2025010580936,17
2025010580942,6
2025010580944,78
2025010580947,24
2025010580954,3
2025010580957,17
2025010580961,1
2025010580962,67
2025010580966,7
2025010580968,26
2025010580972,19
2025010580979,1
2025010580984,94
2025010580992,19
2025010580994,1
2025010580998,36
2025010581006,7
2025010581011,26
2025010581015,15
2025010581026,10
2025010581040,54
2025010581046,19
2025010581049,14
2025010581057,5
2025010581068,7
2025010581073,16
2025010581074,1
2025010581077,5
2025010581083,1
2025010581086,7
2025010581100,1
2025010581104,22
2025010581110,20
2025010581131,53
2025010581145,19
2025010581151,27
2025010581154,28
2025010581155,47
2025010581165,13
2025010581176,1
2025010581184,1
2025010581185,68
2025010581201,29
2025010581209,24
2025010581215,2
2025010581218,16
2025010581228,64
2025010581233,1
2025010581238,6
2025010581242,4
2025010581244,11
2025010581249,1
2025010581258,35
2025010581259,5
2025010581264,75
2025010581265,3
2025010581278,8
2025010581279,2
2025010581284,24
2025010581285,1
2025010581306,13
2025010581310,26
2025010581315,1
2025010581320,6
2025010581322,3
2025010581323,2
2025010581328,1
2025010581330,95
2025010581331,1
2025010581342,1
2025010581352,2
2025010581364,6
2025010581369,105
2025010581379,36
2025010581382,1
2025010581388,1
2025010581389,7
2025010581390,138
2025010581396,11
2025010581406,48
2025010581417,109
2025010581418,30
2025010581439,1
2025010581441,145
2025010581443,10
2025010581445,5
2025010581447,1
2025010581449,12
2025010581458,4
2025010581470,6
2025010581484,1
2025010581485,58
2025010581492,36
2025010581493,67
2025010581496,1
2025010581504,131
2025010581507,4
2025010581512,8
2025010581529,5
2025010581534,26
2025010581535,67
2025010581537,1
2025010581541,48
2025010581556,52
2025010581558,9
2025010581561,81
2025010581565,11
2025010581569,1
2025010581573,290
2025010581582,56
2025010581588,33
2025010581604,108
2025010581612,9
2025010581614,1
2025010581616,1
2025010581631,1
2025010581632,6
2025010581641,14
2025010581642,5
2025010581644,23
2025010581645,1
2025010581648,2
2025010581652,4
2025010581657,30
2025010581661,24
2025010581667,19
2025010581673,2
2025010581695,1
2025010581698,26
2025010581699,7
2025010581702,1
2025010581714,2
2025010581719,33
2025010581723,1
2025010581724,10
2025010581725,2
2025010581731,32
2025010581746,1
2025010581755,7
2025010581762,31
2025010581763,74
2025010581764,1
2025010581770,17
2025010581771,3
2025010581778,35
2025010581781,62
2025010581787,8
2025010581804,1
2025010581807,11
2025010581808,3
2025010581820,40
2025010581827,1
2025010581832,34
2025010581833,6
2025010581839,1
2025010581841,2
2025010581845,1
2025010581851,20
2025010581858,1
2025010581878,10
2025010581880,113
2025010581883,29
2025010581885,2
2025010581887,32
2025010581890,100
2025010581892,268
2025010581900,127
2025010581918,1
2025010581923,117
2025010581925,59
2025010581927,36
2025010581931,4
2025010581942,49
2025010581948,9
2025010581959,18
2025010581961,18
2025010581966,1
2025010581968,1
2025010581971,60
2025010581972,2
2025010581974,14
2025010581978,8
2025010581984,89
2025010581985,14
2025010581996,87
2025010582001,50
2025010582003,2
2025010582008,18
2025010582012,111
2025010582017,11
2025010582032,7
2025010582034,17
2025010582036,1
2025010582038,2
2025010582070,50
2025010582073,20
2025010582078,6
2025010582079,6
2025010582084,14
2025010582090,16
2025010582094,5
2025010582115,15
2025010582117,30
2025010582123,20
2025010582127,1
2025010582129,15
2025010582130,7
2025010582137,13
2025010582142,26
2025010582162,1
2025010582166,66
2025010582170,44
2025010582193,12
2025010582199,2
2025010582231,4
2025010582247,45
2025010582249,466
2025010582254,8
2025010582258,16
2025010582263,14
2025010582267,1
2025010582275,4
2025010582286,23
2025010582291,4
2025010582292,7
2025010582294,6
2025010582298,21
2025010582308,9
2025010582310,9
2025010582311,3
2025010582323,2
2025010582325,7
2025010582346,33
2025010582347,89
2025010582375,7
2025010582379,17
2025010582391,17
2025010582392,2
2025010582393,15
2025010582398,5
2025010582400,3
2025010582405,1
2025010582414,1
2025010582423,9
2025010582424,80
2025010582428,45
2025010582440,34
2025010582446,54
2025010582456,14
2025010582462,1
2025010582464,16
2025010582470,31
2025010582471,1
2025010582473,5
2025010582478,37
2025010582480,5
2025010582486,10
2025010582487,3
2025010582488,1
2025010582493,13
2025010582504,15
2025010582510,11
2025010582514,13
2025010582520,23
2025010582524,7
2025010582531,45
2025010582540,1
2025010582555,2
2025010582571,36
2025010582574,1
2025010582579,55
2025010582581,32
2025010582584,24
2025010582598,6
2025010582608,7
2025010582610,1
2025010582612,50
2025010582613,12
2025010582617,15
2025010582622,11
2025010582630,1
2025010582632,1
2025010582640,5
2025010582645,11
2025010582667,5
2025010582670,6
2025010582673,7
2025010582674,25
2025010582675,8
2025010582682,18
2025010582696,1
2025010582697,83
2025010582698,5
2025010582705,4
2025010582707,1
2025010582709,1
2025010582710,1
2025010582719,15
2025010582720,33
2025010582724,57
2025010582737,96
2025010582738,23
2025010582743,35
2025010582746,90
2025010582752,10
2025010582754,2
2025010582756,43
2025010582760,1
2025010582763,10
2025010582765,5
2025010582769,425
2025010582786,47
2025010582794,1
2025010582796,15
2025010582800,36
2025010582815,315
2025010582817,1
2025010582827,4
2025010582831,53
2025010582849,10
2025010582858,1
2025010582864,19
2025010582869,2
2025010582870,14
2025010582873,3
2025010582887,1
2025010582896,18
2025010582899,15
2025010582901,1
2025010582910,3
2025010582911,47
2025010582937,40
2025010582943,12
2025010582948,2
2025010582952,43
2025010582955,40
2025010582957,3
2025010582959,4
2025010582960,54
2025010582968,3
2025010582973,1
2025010582981,14
2025010582982,18
2025010582994,8
2025010583004,216
2025010583008,29
2025010583012,2
2025010583013,42
2025010583017,36
2025010583022,7
2025010583027,79
2025010583029,42
2025010583034,1
2025010583036,26
2025010583040,37
2025010583049,7
2025010583050,1
2025010583053,5
2025010583055,55
2025010583072,66
2025010583073,32
2025010583080,15
2025010583087,12
2025010583095,11
2025010583096,1
2025010583113,36
2025010583126,95
2025010583129,37
2025010583139,1
2025010583145,7
2025010583153,37
2025010583156,8
2025010583158,1
2025010583160,9
2025010583166,38
2025010583169,109
2025010583174,17
2025010583180,2
2025010583181,1
2025010583194,2
2025010583200,44
2025010583213,1
2025010583214,29
2025010583219,8
2025010583229,6
2025010583230,109
2025010583231,1
2025010583232,4
2025010583235,48
2025010583237,1
2025010583242,61
2025010583244,3
2025010583253,3
2025010583257,1
2025010583260,69
2025010583262,15
2025010583264,12
2025010583266,65
2025010583270,69
2025010583272,4
2025010583282,1
2025010583288,1
2025010583295,37
2025010583302,21
2025010583303,15
2025010583305,7
2025010583306,22
2025010583307,37
2025010583308,9
2025010583344,24
2025010583349,12
2025010583354,23
2025010583356,13
2025010583370,4
2025010583373,79
2025010583381,33
2025010583394,76
2025010583406,14
2025010583419,38
2025010583420,1
2025010583426,8
2025010583429,57
2025010583432,1
2025010583436,47
2025010583438,1
2025010583440,1
2025010583442,21
2025010583443,43
2025010583447,3
2025010583448,3
2025010583449,11
2025010583457,64
2025010583464,16
2025010583470,1
2025010583477,1
2025010583484,2
2025010583490,36
2025010583491,22
2025010583492,27
2025010583501,6
2025010583509,35
2025010583537,17
2025010583538,1
2025010583546,81
2025010583556,42
2025010583561,1
2025010583583,4
2025010583585,14
2025010583587,9
2025010583607,1
2025010583620,74
2025010583625,15
2025010583628,3
2025010583632,20
2025010583646,1
2025010583652,2
2025010583653,3
2025010583657,35
2025010583660,26
2025010583679,11
2025010583682,6
2025010583688,9
2025010583691,14
2025010583708,4
2025010583725,45
2025010583730,20
2025010583734,1
2025010583737,91
2025010583738,22
2025010583739,43
2025010583740,4
2025010583742,25
2025010583746,26
2025010583754,25
2025010583758,20
2025010583760,2
2025010583769,24
2025010583772,1
2025010583775,1
2025010583781,24
2025010583796,54
2025010583803,38
2025010583807,10
2025010583837,1
2025010583839,7
2025010583844,51
2025010583846,58
2025010583848,4
2025010583851,104
2025010583855,1
2025010583866,2
2025010583869,1
2025010583875,31
2025010583885,4
2025010583897,152
2025010583942,1
2025010583987,1
2025010583999,3
2025010584009,30
2025010584010,114
2025010584019,27
2025010584031,21
2025010584040,62
2025010584102,1
2025010584164,10
2025010584192,6
2025010584215,2
2025010584230,58
2025010584304,56
2025010584374,4
2025010584436,27
2025010584459,5
2025010584590,8
2025010584591,11
2025010584615,2
2025010584630,2
2025010584638,78
2025010584640,22
2025010584797,54
2025010584891,14
2025010584917,37
2025010585127,67
2025010585193,35
2025010585206,52
2025010585209,7
2025010585298,127
2025010585351,19
2025010585475,7
2025010585806,111
2025010585994,34
2025010586005,109
2025010586256,6
2025010586290,4
2025010586544,136
2025010586551,172
2025010586573,67
2025010586599,1
2025010586779,2
2025010586810,14
2025010586992,1
2025010587558,1
2025010587890,7
2025010587949,99
2025010588423,24
2025010588452,6
2025010588454,75
2025010588482,19
2025010588664,7
2025010590215,116
2025010590640,14
2025010590772,11
2025010590960,36
2025010591650,79
2025010591686,10
2025010592922,29
2025010593045,20
2025010594027,1
2025010594936,40
2025010597743,23
2025010598768,21
2025010599795,5
2025010600635,21
2025010601230,26
2025010601419,57
2025010603088,3
2025010603608,9
2025010605077,26
